manufacturer_id,name,country,founded_year,number_of_employees,annual_revenue
8083,Beta Motors 8083,UK,1976,13581,61.12
8084,Alpha Motors 8084,Germany,1977,41219,24.41
8085,Theta Motors 8085,Italy,1985,38983,58.26
8086,Epsilon Motors 8086,Germany,1988,45865,126.65
8087,Zeta Motors 8087,Brazil,1957,17454,101.66
8088,Theta Motors 8088,Germany,1932,34306,5.73
8089,Kappa Motors 8089,Italy,1994,33578,131.51
8090,Kappa Motors 8090,USA,1925,37719,132.62
8091,Gamma Motors 8091,South Korea,1975,44691,41.35
8092,Gamma Motors 8092,France,1959,31087,18.51
8093,Epsilon Motors 8093,South Korea,1927,17733,79.32
8094,Kappa Motors 8094,Japan,1943,44705,115.65
8095,Beta Motors 8095,France,1949,30045,36.52
8096,Gamma Motors 8096,Brazil,1904,9214,79.49
8097,Theta Motors 8097,Brazil,2015,46921,14.8
8098,Zeta Motors 8098,Brazil,2013,21502,114.51
8099,Gamma Motors 8099,Japan,1937,8939,116.22
8100,Gamma Motors 8100,China,1920,1675,92.32
8101,Iota Motors 8101,Germany,1948,1300,47.52
8102,Theta Motors 8102,Japan,1906,37649,72.52
8103,Kappa Motors 8103,USA,2008,21770,120.46
8104,Eta Motors 8104,USA,1939,9198,111.94
8105,Gamma Motors 8105,Japan,1959,45656,141.88
8106,Iota Motors 8106,Japan,1941,36584,34.39
8107,Theta Motors 8107,India,1914,41256,69.66
8108,Theta Motors 8108,South Korea,1967,48066,117.26
8109,Kappa Motors 8109,USA,1910,30067,109.3
8110,Theta Motors 8110,Japan,2005,33255,107.22
8111,Epsilon Motors 8111,China,1921,21607,49.2
8112,Alpha Motors 8112,China,1957,19852,33.94
8113,Kappa Motors 8113,South Korea,1946,21196,12.61
8114,Delta Motors 8114,France,1925,34329,5.79
8115,Iota Motors 8115,China,1963,42875,97.34
8116,Alpha Motors 8116,Germany,1936,40919,118.56
8117,Delta Motors 8117,Italy,1959,36469,52.39
8118,Kappa Motors 8118,UK,1940,1716,134.25
8119,Kappa Motors 8119,China,1996,48674,130.81
8120,Kappa Motors 8120,South Korea,1925,31395,93.14
8121,Alpha Motors 8121,USA,1994,32687,74.98
8122,Zeta Motors 8122,Japan,1911,3435,46.52
8123,Delta Motors 8123,Brazil,2020,25364,63.49
8124,Theta Motors 8124,Japan,1934,27507,10.33
8125,Eta Motors 8125,China,2003,35703,121.97
8126,Epsilon Motors 8126,China,2006,2694,112.78
8127,Alpha Motors 8127,China,1917,27375,146.15
8128,Delta Motors 8128,South Korea,1951,16556,64.91
8129,Kappa Motors 8129,China,1953,44379,27.03
8130,Eta Motors 8130,France,1925,40897,149.11
8131,Kappa Motors 8131,France,1974,45161,54.6
8132,Theta Motors 8132,South Korea,1912,18392,23.52
8133,Alpha Motors 8133,Italy,1946,12066,100.95
8134,Zeta Motors 8134,India,2012,32633,27.35
8135,Kappa Motors 8135,South Korea,1934,32844,90.53
8136,Delta Motors 8136,India,1964,36871,99.76
8137,Kappa Motors 8137,UK,1946,21367,91.93
8138,Delta Motors 8138,Germany,1901,48288,140.26
8139,Zeta Motors 8139,Germany,1957,2987,52.37
8140,Eta Motors 8140,USA,1967,1871,12.66
8141,Epsilon Motors 8141,UK,1902,35002,97.9
8142,Eta Motors 8142,Germany,1990,36863,143.64
8143,Alpha Motors 8143,USA,1951,19008,120.9
8144,Gamma Motors 8144,South Korea,2007,49809,55.45
8145,Gamma Motors 8145,Brazil,1970,47514,147.0
8146,Gamma Motors 8146,Brazil,1961,20042,1.84
8147,Alpha Motors 8147,UK,1960,46812,80.07
8148,Eta Motors 8148,Japan,1996,48649,139.24
8149,Beta Motors 8149,Italy,1932,45736,119.36
8150,Beta Motors 8150,Italy,2002,22372,61.98
8151,Iota Motors 8151,Japan,1956,34189,56.47
8152,Kappa Motors 8152,France,2011,10547,33.39
8153,Alpha Motors 8153,France,1901,40505,121.27
8154,Gamma Motors 8154,France,1975,45552,53.8
8155,Epsilon Motors 8155,UK,2020,47991,104.42
8156,Kappa Motors 8156,Japan,1912,11039,40.35
8157,Gamma Motors 8157,China,1986,32381,0.84
8158,Zeta Motors 8158,India,1910,47667,81.69
8159,Alpha Motors 8159,UK,1972,8421,42.2
8160,Iota Motors 8160,UK,1944,10576,49.51
8161,Kappa Motors 8161,UK,1989,2888,105.99
8162,Zeta Motors 8162,India,1935,26458,30.96
8163,Gamma Motors 8163,India,1918,34174,8.73
8164,Alpha Motors 8164,South Korea,1908,42334,88.16
8165,Gamma Motors 8165,UK,1914,39712,25.73
8166,Beta Motors 8166,Germany,1943,32953,43.74
8167,Theta Motors 8167,UK,1919,31567,2.26
8168,Gamma Motors 8168,India,1962,18365,17.79
8169,Zeta Motors 8169,Brazil,1925,43505,108.17
8170,Beta Motors 8170,UK,1983,17896,147.98
8171,Alpha Motors 8171,South Korea,1927,2691,62.28
8172,Alpha Motors 8172,China,1922,15658,125.47
8173,Alpha Motors 8173,India,1911,23481,42.54
8174,Kappa Motors 8174,China,1929,34826,71.32
8175,Gamma Motors 8175,Japan,1927,23877,54.5
8176,Alpha Motors 8176,France,2004,45619,69.91
8177,Epsilon Motors 8177,UK,1974,8526,132.18
8178,Iota Motors 8178,China,2019,40654,132.8
8179,Beta Motors 8179,South Korea,1962,37544,82.22
8180,Iota Motors 8180,Brazil,1905,49761,104.35
8181,Eta Motors 8181,USA,1963,29076,20.36
8182,Delta Motors 8182,UK,1924,17975,40.4
8183,Delta Motors 8183,France,1915,40187,86.78
8184,Delta Motors 8184,USA,1988,49347,125.12
8185,Epsilon Motors 8185,USA,1909,18555,144.69
8186,Theta Motors 8186,USA,1969,30902,81.31
8187,Alpha Motors 8187,USA,1901,25641,118.87
8188,Iota Motors 8188,South Korea,1903,14954,5.31
8189,Alpha Motors 8189,UK,1944,27890,145.0
8190,Kappa Motors 8190,France,2016,38148,35.99
8191,Eta Motors 8191,France,1947,2497,79.87
8192,Alpha Motors 8192,South Korea,2006,35322,70.38
8193,Kappa Motors 8193,Italy,1907,38714,40.31
8194,Kappa Motors 8194,Italy,1958,45884,56.66
8195,Delta Motors 8195,USA,1969,18852,124.49
8196,Gamma Motors 8196,UK,1988,7696,137.89
8197,Iota Motors 8197,Brazil,1959,39633,109.61
8198,Beta Motors 8198,Germany,2001,19085,30.21
8199,Eta Motors 8199,Brazil,1930,38682,86.27
8200,Zeta Motors 8200,Brazil,1924,43802,18.46
8201,Delta Motors 8201,Italy,1914,36200,140.27
8202,Epsilon Motors 8202,UK,1958,48475,60.6
8203,Alpha Motors 8203,India,1906,42759,119.88
8204,Alpha Motors 8204,Germany,1959,31743,75.51
8205,Gamma Motors 8205,China,2020,20851,133.15
8206,Delta Motors 8206,South Korea,2002,3984,139.13
8207,Delta Motors 8207,France,2018,26933,36.45
8208,Delta Motors 8208,Germany,1912,22549,128.49
8209,Iota Motors 8209,France,1979,31335,54.83
8210,Theta Motors 8210,France,2006,2065,93.05
8211,Epsilon Motors 8211,India,1937,47268,112.55
8212,Alpha Motors 8212,China,1930,33141,118.57
8213,Iota Motors 8213,India,1935,13144,23.82
8214,Theta Motors 8214,UK,1945,11349,120.07
8215,Iota Motors 8215,UK,1971,37445,139.55
8216,Eta Motors 8216,UK,1906,21402,77.06
8217,Alpha Motors 8217,South Korea,2005,45808,136.06
8218,Theta Motors 8218,India,1903,40795,76.64
8219,Eta Motors 8219,Brazil,1975,10154,18.03
8220,Alpha Motors 8220,South Korea,1978,42725,9.6
8221,Epsilon Motors 8221,Germany,1997,5366,145.12
8222,Zeta Motors 8222,India,1957,8264,133.48
8223,Alpha Motors 8223,India,1962,36665,46.91
8224,Zeta Motors 8224,South Korea,1910,9242,58.95
8225,Gamma Motors 8225,Germany,1990,43014,49.88
8226,Iota Motors 8226,China,1953,20192,87.7
8227,Beta Motors 8227,Germany,1955,9821,33.43
8228,Theta Motors 8228,Japan,1909,35083,136.72
8229,Gamma Motors 8229,France,1976,1861,62.07
8230,Eta Motors 8230,USA,1935,31357,37.22
8231,Theta Motors 8231,Japan,1997,16520,6.82
8232,Eta Motors 8232,India,1961,43656,130.27
8233,Theta Motors 8233,South Korea,1962,4803,104.73
8234,Delta Motors 8234,Japan,2018,29217,57.27
8235,Beta Motors 8235,China,1921,41586,104.0
8236,Kappa Motors 8236,Germany,2012,7321,12.76
8237,Alpha Motors 8237,Brazil,1935,33412,30.36
8238,Theta Motors 8238,Italy,1944,2762,69.69
8239,Alpha Motors 8239,India,1922,4082,117.32
8240,Alpha Motors 8240,Brazil,1937,22976,72.6
8241,Eta Motors 8241,Brazil,1939,33240,95.12
8242,Theta Motors 8242,France,1910,18219,122.09
8243,Alpha Motors 8243,Japan,2005,6700,131.59
8244,Delta Motors 8244,Germany,1902,20438,142.31
8245,Eta Motors 8245,UK,1909,47566,53.43
8246,Kappa Motors 8246,UK,1968,48775,48.99
8247,Theta Motors 8247,South Korea,1914,952,104.97
8248,Beta Motors 8248,Brazil,1933,39880,129.76
8249,Zeta Motors 8249,India,1919,8285,68.12
8250,Alpha Motors 8250,Italy,2004,40651,19.02
8251,Iota Motors 8251,Brazil,2016,9071,140.18
8252,Gamma Motors 8252,Italy,1995,47893,59.4
8253,Epsilon Motors 8253,China,1990,21386,82.18
8254,Gamma Motors 8254,China,1955,19605,50.2
8255,Eta Motors 8255,Germany,1928,25790,9.35
8256,Delta Motors 8256,USA,1944,30511,123.59
8257,Theta Motors 8257,Italy,1923,9880,86.26
8258,Beta Motors 8258,Japan,1990,2642,77.46
8259,Gamma Motors 8259,Brazil,1912,4143,127.2
8260,Eta Motors 8260,France,1920,34505,13.32
8261,Eta Motors 8261,Germany,1914,23804,11.63
8262,Epsilon Motors 8262,India,2003,29834,144.18
8263,Epsilon Motors 8263,South Korea,1984,26020,43.77
8264,Zeta Motors 8264,Brazil,1971,13665,8.95
8265,Zeta Motors 8265,USA,1942,43322,78.68
8266,Zeta Motors 8266,USA,1961,48834,42.77
8267,Delta Motors 8267,South Korea,1974,42869,78.14
8268,Zeta Motors 8268,India,1985,2823,133.38
8269,Alpha Motors 8269,China,1954,47465,38.55
8270,Beta Motors 8270,Germany,1968,1705,116.7
8271,Alpha Motors 8271,Italy,1927,2754,125.99
8272,Gamma Motors 8272,France,1973,11763,149.5
8273,Alpha Motors 8273,USA,1954,2135,19.87
8274,Zeta Motors 8274,Brazil,1988,19492,84.72
8275,Iota Motors 8275,China,1988,23466,55.75
8276,Beta Motors 8276,China,2012,40583,105.38
8277,Theta Motors 8277,Germany,1944,49705,68.45
8278,Epsilon Motors 8278,USA,1976,44446,10.67
8279,Theta Motors 8279,South Korea,1900,46933,0.81
8280,Iota Motors 8280,India,1905,14292,56.77
8281,Delta Motors 8281,Germany,1930,972,89.07
8282,Iota Motors 8282,Italy,2004,46026,146.93
8283,Alpha Motors 8283,UK,1936,147,14.16
8284,Kappa Motors 8284,Brazil,2016,30950,111.74
8285,Zeta Motors 8285,USA,1903,32696,50.16
8286,Kappa Motors 8286,South Korea,1970,40103,122.23
8287,Alpha Motors 8287,UK,1985,42691,101.83
8288,Alpha Motors 8288,India,1917,39859,3.39
8289,Gamma Motors 8289,Japan,1987,42114,86.88
8290,Zeta Motors 8290,Japan,1999,48360,120.66
8291,Iota Motors 8291,Brazil,1952,4303,34.44
8292,Iota Motors 8292,France,1986,22307,140.01
8293,Theta Motors 8293,France,2009,11331,144.27
8294,Alpha Motors 8294,Brazil,1980,13273,14.78
8295,Kappa Motors 8295,UK,1995,20966,144.62
8296,Iota Motors 8296,Germany,1971,1818,96.65
8297,Gamma Motors 8297,Germany,2000,14614,58.73
8298,Beta Motors 8298,UK,2019,26827,6.6
8299,Theta Motors 8299,Japan,1947,19593,48.09
8300,Beta Motors 8300,Brazil,1963,49250,31.27
8301,Eta Motors 8301,South Korea,2021,32614,91.06
8302,Delta Motors 8302,Italy,1943,21327,125.18
8303,Zeta Motors 8303,Germany,2013,43980,9.32
8304,Delta Motors 8304,France,2002,36686,73.38
8305,Delta Motors 8305,Brazil,1984,49233,49.84
8306,Alpha Motors 8306,France,1994,35839,41.13
8307,Eta Motors 8307,Italy,1904,12035,38.38
8308,Delta Motors 8308,Germany,1941,41375,111.77
8309,Beta Motors 8309,China,1944,7855,19.96
8310,Alpha Motors 8310,India,2008,18948,45.97
8311,Alpha Motors 8311,Brazil,1910,49814,6.78
8312,Beta Motors 8312,Germany,1990,20640,10.29
8313,Delta Motors 8313,China,1977,40029,3.52
8314,Beta Motors 8314,Germany,1939,49236,95.13
8315,Iota Motors 8315,France,1956,9581,111.49
8316,Alpha Motors 8316,Japan,1968,34806,60.06
8317,Eta Motors 8317,Japan,1945,28181,112.18
8318,Beta Motors 8318,Italy,1991,2057,122.89
8319,Alpha Motors 8319,Italy,2020,39782,61.97
8320,Alpha Motors 8320,Germany,1904,1482,0.75
8321,Iota Motors 8321,Germany,1939,30623,24.3
8322,Zeta Motors 8322,Germany,1956,14151,16.18
8323,Beta Motors 8323,USA,1919,3163,1.97
8324,Beta Motors 8324,India,1963,14987,97.9
8325,Eta Motors 8325,France,1928,19794,73.79
8326,Kappa Motors 8326,USA,1993,17860,62.67
8327,Beta Motors 8327,France,2005,27573,149.93
8328,Kappa Motors 8328,South Korea,1962,11369,101.18
8329,Epsilon Motors 8329,USA,1958,22022,139.84
8330,Gamma Motors 8330,UK,1949,43834,48.71
8331,Eta Motors 8331,China,1993,554,45.98
8332,Beta Motors 8332,Brazil,1973,41018,101.81
8333,Iota Motors 8333,France,1922,20848,67.07
8334,Gamma Motors 8334,Japan,1931,1112,148.69
8335,Eta Motors 8335,China,1998,30419,128.31
8336,Theta Motors 8336,India,2019,6639,57.12
8337,Theta Motors 8337,UK,1975,12381,53.52
8338,Eta Motors 8338,Brazil,1999,10581,91.72
8339,Beta Motors 8339,Japan,1977,47972,68.48
8340,Zeta Motors 8340,UK,1939,30364,45.52
8341,Zeta Motors 8341,Germany,1926,31107,70.16
8342,Epsilon Motors 8342,Brazil,1987,31153,108.56
8343,Delta Motors 8343,USA,1938,17398,85.47
8344,Kappa Motors 8344,USA,1959,18278,98.15
8345,Alpha Motors 8345,UK,2002,21019,13.3
8346,Eta Motors 8346,UK,1983,16191,64.73
8347,Zeta Motors 8347,UK,1973,6391,136.71
8348,Beta Motors 8348,Japan,1985,45034,33.49
8349,Iota Motors 8349,France,1920,24092,146.89
8350,Kappa Motors 8350,India,2017,19782,71.67
8351,Beta Motors 8351,Germany,1902,12271,41.68
8352,Delta Motors 8352,China,1972,25941,114.69
8353,Beta Motors 8353,South Korea,1917,8392,13.27
8354,Gamma Motors 8354,South Korea,1931,4311,31.84
8355,Theta Motors 8355,India,2011,41335,102.69
8356,Iota Motors 8356,France,1980,37796,136.83
8357,Alpha Motors 8357,Japan,1913,7562,147.6
8358,Eta Motors 8358,Italy,1958,22563,102.46
8359,Theta Motors 8359,Japan,1986,3109,78.27
8360,Iota Motors 8360,Brazil,1956,37552,29.54
8361,Alpha Motors 8361,USA,2005,26587,84.97
8362,Eta Motors 8362,Japan,1977,44701,134.02
8363,Beta Motors 8363,France,2013,11672,56.95
8364,Zeta Motors 8364,Germany,1984,19327,39.52
8365,Kappa Motors 8365,UK,1960,3196,32.49
8366,Beta Motors 8366,France,1962,12252,103.96
8367,Epsilon Motors 8367,India,1961,30772,1.56
8368,Beta Motors 8368,India,1913,37021,39.08
8369,Gamma Motors 8369,UK,1959,28265,146.0
8370,Zeta Motors 8370,India,2004,28179,69.69
8371,Zeta Motors 8371,Japan,1960,38546,78.7
8372,Epsilon Motors 8372,UK,1960,12866,23.8
8373,Delta Motors 8373,Germany,2014,46820,11.78
8374,Theta Motors 8374,USA,1916,19474,53.49
8375,Zeta Motors 8375,South Korea,1984,43727,134.1
8376,Gamma Motors 8376,UK,1973,11383,24.96
8377,Epsilon Motors 8377,USA,1943,19636,27.84
8378,Theta Motors 8378,UK,2022,15551,35.49
8379,Kappa Motors 8379,China,2015,48162,45.23
8380,Zeta Motors 8380,South Korea,1935,25369,132.24
8381,Kappa Motors 8381,Brazil,1996,37154,76.8
8382,Alpha Motors 8382,France,2005,42448,20.89
8383,Beta Motors 8383,Japan,2009,46061,93.22
8384,Epsilon Motors 8384,India,1948,24868,114.17
8385,Epsilon Motors 8385,South Korea,1905,9362,96.36
8386,Beta Motors 8386,UK,1921,31921,70.74
8387,Delta Motors 8387,Japan,1914,30108,146.11
8388,Kappa Motors 8388,France,1938,18304,7.51
8389,Iota Motors 8389,UK,1925,28575,5.19
8390,Eta Motors 8390,USA,1908,42915,129.07
8391,Delta Motors 8391,France,2014,16412,111.86
8392,Iota Motors 8392,France,2004,36005,115.77
8393,Eta Motors 8393,Germany,1925,22739,55.93
8394,Kappa Motors 8394,Brazil,1932,46487,37.2
8395,Kappa Motors 8395,Germany,1912,8082,77.57
8396,Delta Motors 8396,South Korea,1992,24727,88.63
8397,Theta Motors 8397,Japan,1992,6283,41.08
8398,Epsilon Motors 8398,South Korea,1905,4978,132.97
8399,Eta Motors 8399,South Korea,1995,45939,14.62
8400,Epsilon Motors 8400,USA,1976,39453,45.63
8401,Iota Motors 8401,South Korea,1948,21373,92.9
8402,Epsilon Motors 8402,USA,1933,13471,86.14
8403,Theta Motors 8403,India,2005,26475,136.31
8404,Delta Motors 8404,USA,1909,7566,93.93
8405,Iota Motors 8405,France,1939,43462,3.33
8406,Theta Motors 8406,France,1982,30322,127.29
8407,Epsilon Motors 8407,Italy,1999,22856,81.11
8408,Kappa Motors 8408,Japan,1980,23961,116.44
8409,Zeta Motors 8409,India,1947,37903,29.13
8410,Beta Motors 8410,China,1982,42124,142.63
8411,Delta Motors 8411,Brazil,1945,27042,129.68
8412,Alpha Motors 8412,USA,1976,13534,14.3
8413,Delta Motors 8413,Germany,1909,11263,39.58
8414,Beta Motors 8414,South Korea,1914,34841,91.21
8415,Iota Motors 8415,China,1920,47425,146.83
8416,Alpha Motors 8416,Italy,1905,18121,27.58
8417,Epsilon Motors 8417,China,1980,47309,100.16
8418,Delta Motors 8418,UK,1982,19113,13.72
8419,Theta Motors 8419,Japan,1960,16598,130.38
8420,Eta Motors 8420,USA,1996,25793,101.72
8421,Eta Motors 8421,Italy,1950,29367,48.11
8422,Alpha Motors 8422,India,1966,8987,50.44
8423,Theta Motors 8423,Italy,1939,31691,31.88
8424,Gamma Motors 8424,South Korea,1979,32233,141.7
8425,Alpha Motors 8425,China,1954,21963,33.15
8426,Iota Motors 8426,Italy,1990,28495,84.9
8427,Beta Motors 8427,France,1982,46215,58.85
8428,Zeta Motors 8428,India,1998,3876,83.2
8429,Epsilon Motors 8429,India,1986,28313,10.82
8430,Gamma Motors 8430,China,1999,14062,106.51
8431,Beta Motors 8431,Germany,1927,12126,67.13
8432,Alpha Motors 8432,USA,1924,33602,81.39
8433,Delta Motors 8433,Germany,2013,29648,98.87
8434,Eta Motors 8434,France,1901,44155,8.97
8435,Delta Motors 8435,China,2013,38129,113.99
8436,Theta Motors 8436,UK,2012,44958,104.38
8437,Zeta Motors 8437,China,1941,30373,36.92
8438,Eta Motors 8438,Japan,1937,32843,63.55
8439,Eta Motors 8439,Germany,2021,22538,98.14
8440,Theta Motors 8440,China,1993,38760,91.33
8441,Delta Motors 8441,India,1972,3834,2.82
8442,Eta Motors 8442,China,1928,20748,1.91
8443,Alpha Motors 8443,Japan,1977,1287,134.33
8444,Gamma Motors 8444,South Korea,1980,2943,42.81
8445,Alpha Motors 8445,South Korea,1971,27384,36.41
8446,Epsilon Motors 8446,Japan,1982,46807,32.36
8447,Epsilon Motors 8447,Italy,1989,848,25.19
8448,Alpha Motors 8448,France,1918,21777,120.81
8449,Delta Motors 8449,USA,1987,37476,21.24
8450,Alpha Motors 8450,Japan,1963,29759,28.74
8451,Beta Motors 8451,USA,1902,12304,62.23
8452,Alpha Motors 8452,Brazil,1992,4227,131.41
8453,Delta Motors 8453,Japan,1931,24043,128.38
8454,Beta Motors 8454,France,2019,32980,96.06
8455,Iota Motors 8455,India,2003,46425,67.26
8456,Iota Motors 8456,USA,2006,19758,40.58
8457,Epsilon Motors 8457,India,1910,26428,105.28
8458,Theta Motors 8458,USA,1920,14888,110.85
8459,Kappa Motors 8459,Italy,1939,9039,91.13
8460,Iota Motors 8460,Italy,1926,21926,101.76
8461,Epsilon Motors 8461,Italy,1919,13892,141.46
8462,Kappa Motors 8462,UK,1956,25641,138.35
8463,Iota Motors 8463,USA,2018,18334,128.87
8464,Eta Motors 8464,USA,1974,39867,88.23
8465,Epsilon Motors 8465,Japan,2002,31742,131.77
8466,Eta Motors 8466,Japan,2001,35376,125.2
8467,Epsilon Motors 8467,Italy,1993,46325,83.78
8468,Delta Motors 8468,India,1911,41546,130.96
8469,Beta Motors 8469,Italy,1913,12493,135.94
8470,Zeta Motors 8470,Germany,1923,25626,36.48
8471,Zeta Motors 8471,USA,1939,5207,27.41
8472,Zeta Motors 8472,India,1932,42324,87.13
8473,Zeta Motors 8473,Italy,1987,41374,40.64
8474,Epsilon Motors 8474,France,1952,24349,63.94
8475,Iota Motors 8475,Italy,1955,46404,130.91
8476,Theta Motors 8476,India,2000,7721,44.51
8477,Theta Motors 8477,UK,2019,40657,123.33
8478,Gamma Motors 8478,USA,1979,15278,28.36
8479,Eta Motors 8479,Italy,2011,4989,16.63
8480,Gamma Motors 8480,South Korea,2001,2106,141.43
8481,Beta Motors 8481,South Korea,1991,30412,88.68
8482,Zeta Motors 8482,Brazil,1932,44333,104.37
8483,Beta Motors 8483,Brazil,1936,37545,3.8
8484,Zeta Motors 8484,Japan,1964,34897,107.27
8485,Kappa Motors 8485,Germany,2014,18410,3.45
8486,Alpha Motors 8486,USA,1935,16734,114.64
8487,Theta Motors 8487,China,1937,18838,40.58
8488,Iota Motors 8488,South Korea,1971,37231,2.26
8489,Alpha Motors 8489,France,1904,48378,2.87
8490,Delta Motors 8490,France,1956,11051,97.01
8491,Zeta Motors 8491,Japan,1906,22073,28.15
8492,Delta Motors 8492,Japan,2005,49388,75.12
8493,Alpha Motors 8493,France,2021,40961,107.04
8494,Epsilon Motors 8494,France,1999,6625,74.73
8495,Theta Motors 8495,Japan,1902,6991,102.32
8496,Epsilon Motors 8496,India,1972,48560,38.26
8497,Theta Motors 8497,Brazil,1981,40047,131.16
8498,Eta Motors 8498,UK,2017,6243,149.49
8499,Eta Motors 8499,Brazil,1994,36563,12.64
8500,Theta Motors 8500,South Korea,1940,38604,38.64
8501,Theta Motors 8501,China,1982,12326,32.92
8502,Alpha Motors 8502,UK,1970,20508,95.9
8503,Delta Motors 8503,USA,1919,17774,130.37
8504,Zeta Motors 8504,Italy,1969,35468,19.74
8505,Theta Motors 8505,Italy,2018,8982,14.27
8506,Theta Motors 8506,Italy,1982,37151,45.6
8507,Epsilon Motors 8507,Brazil,1978,8229,129.94
8508,Zeta Motors 8508,France,1989,42381,85.05
8509,Beta Motors 8509,South Korea,1953,10237,51.72
8510,Kappa Motors 8510,India,1900,21725,91.42
8511,Zeta Motors 8511,UK,1987,6975,45.26
8512,Theta Motors 8512,Japan,1978,42450,113.85
8513,Delta Motors 8513,Italy,1906,40477,6.7
8514,Kappa Motors 8514,France,1977,13116,109.63
8515,Gamma Motors 8515,Germany,1951,37958,39.92
8516,Kappa Motors 8516,UK,1920,11921,59.65
8517,Eta Motors 8517,China,1923,43007,61.46
8518,Delta Motors 8518,Italy,1931,11456,123.45
8519,Theta Motors 8519,Brazil,2001,46557,82.46
8520,Theta Motors 8520,France,1931,34782,101.98
8521,Beta Motors 8521,France,1990,46096,149.72
8522,Kappa Motors 8522,USA,1903,23900,103.98
8523,Zeta Motors 8523,USA,1945,21125,148.39
8524,Delta Motors 8524,Germany,1968,15848,148.01
8525,Eta Motors 8525,Japan,1940,8473,38.45
8526,Zeta Motors 8526,Germany,2012,9657,76.25
8527,Delta Motors 8527,Italy,1918,1407,53.69
8528,Beta Motors 8528,Germany,1965,43730,20.6
8529,Theta Motors 8529,Italy,1911,24524,96.45
8530,Epsilon Motors 8530,South Korea,1956,16264,114.82
8531,Delta Motors 8531,India,1981,28237,24.15
8532,Epsilon Motors 8532,Italy,1912,10976,119.38
8533,Delta Motors 8533,South Korea,1929,20377,109.0
8534,Theta Motors 8534,USA,1917,441,140.54
8535,Theta Motors 8535,South Korea,1998,11247,26.87
8536,Kappa Motors 8536,Japan,2017,17931,137.15
8537,Kappa Motors 8537,Italy,1992,16516,82.48
8538,Delta Motors 8538,Italy,1998,46390,57.02
8539,Kappa Motors 8539,Brazil,1960,8848,8.52
8540,Zeta Motors 8540,Brazil,1919,18692,84.5
8541,Epsilon Motors 8541,France,1909,37806,79.82
8542,Theta Motors 8542,Italy,1902,11316,145.35
8543,Theta Motors 8543,Japan,1946,29286,82.98
8544,Zeta Motors 8544,Japan,1942,4985,5.43
8545,Zeta Motors 8545,South Korea,1987,46766,127.33
8546,Alpha Motors 8546,China,1948,18127,120.46
8547,Theta Motors 8547,Italy,1974,46266,85.71
8548,Beta Motors 8548,Italy,1915,44432,1.53
8549,Iota Motors 8549,Japan,1918,42610,14.79
8550,Alpha Motors 8550,Italy,1971,38696,16.23
8551,Delta Motors 8551,India,1903,42242,133.15
8552,Eta Motors 8552,USA,1919,19662,52.15
8553,Kappa Motors 8553,South Korea,1909,10252,7.59
8554,Eta Motors 8554,Brazil,1939,5829,14.31
8555,Eta Motors 8555,Germany,1933,29979,61.21
8556,Zeta Motors 8556,Italy,1915,4803,90.67
8557,Gamma Motors 8557,Brazil,1901,48559,127.53
8558,Iota Motors 8558,UK,1947,3003,123.99
8559,Delta Motors 8559,France,1946,29410,12.15
8560,Zeta Motors 8560,Brazil,2004,23300,72.9
8561,Epsilon Motors 8561,China,1973,27037,42.8
8562,Beta Motors 8562,Germany,1990,20658,82.47
8563,Theta Motors 8563,China,1950,20133,22.15
8564,Gamma Motors 8564,Japan,1901,13978,123.74
8565,Epsilon Motors 8565,South Korea,1975,18396,88.68
8566,Iota Motors 8566,USA,1926,10359,52.22
8567,Theta Motors 8567,Japan,1985,23091,78.38
8568,Beta Motors 8568,India,1949,37289,19.3
8569,Zeta Motors 8569,Germany,1951,28092,138.46
8570,Eta Motors 8570,Germany,2009,23013,137.02
8571,Kappa Motors 8571,Brazil,2021,46073,64.64
8572,Kappa Motors 8572,Japan,1952,3782,64.32
8573,Zeta Motors 8573,India,1996,39631,79.57
8574,Gamma Motors 8574,France,1965,28888,136.46
8575,Delta Motors 8575,Germany,1994,39430,143.02
8576,Iota Motors 8576,China,1974,350,26.85
8577,Zeta Motors 8577,Germany,1934,15903,29.87
8578,Iota Motors 8578,France,1955,27896,44.31
8579,Beta Motors 8579,Italy,2011,32262,80.28
8580,Kappa Motors 8580,Brazil,1948,38751,84.89
8581,Epsilon Motors 8581,Japan,1901,20425,27.5
8582,Beta Motors 8582,Germany,1935,43606,115.4
8583,Delta Motors 8583,Italy,1961,3435,84.05
8584,Alpha Motors 8584,UK,2022,6168,83.39
8585,Delta Motors 8585,Italy,1999,33661,27.64
8586,Zeta Motors 8586,Brazil,1976,33126,121.24
8587,Gamma Motors 8587,China,1909,27530,82.54
8588,Theta Motors 8588,China,1955,44513,79.43
8589,Zeta Motors 8589,China,1933,49926,44.36
8590,Iota Motors 8590,China,1933,16098,143.92
8591,Gamma Motors 8591,Germany,1939,13713,67.4
8592,Eta Motors 8592,USA,1983,37468,32.35
8593,Epsilon Motors 8593,South Korea,1910,34806,147.66
8594,Alpha Motors 8594,China,1962,45470,10.59
8595,Alpha Motors 8595,Italy,1966,48134,59.77
8596,Epsilon Motors 8596,UK,1935,46609,40.51
8597,Kappa Motors 8597,India,2022,27156,65.61
8598,Alpha Motors 8598,Brazil,1981,46396,79.83
8599,Beta Motors 8599,Brazil,2005,46389,131.03
